GEOID,NAME,population,year
3760320,"Selma town, North Carolina",6317,2020
3760505,"Seven Devils town, North Carolina",129,2000
3760505,"Seven Devils town, North Carolina",192,2010
3760505,"Seven Devils town, North Carolina",313,2020
3760515,"Seven Lakes CDP, North Carolina",3214,2000
3760515,"Seven Lakes CDP, North Carolina",4888,2010
3760515,"Seven Lakes CDP, North Carolina",4900,2020
3760540,"Seven Springs town, North Carolina",86,2000
3760540,"Seven Springs town, North Carolina",110,2010
3760540,"Seven Springs town, North Carolina",55,2020
3760560,"Severn town, North Carolina",263,2000
3760560,"Severn town, North Carolina",276,2010
3760560,"Severn town, North Carolina",191,2020
3760800,"Shallotte town, North Carolina",1381,2000
3760800,"Shallotte town, North Carolina",3675,2010
3760800,"Shallotte town, North Carolina",4185,2020
3760940,"Shannon CDP, North Carolina",197,2000
3760940,"Shannon CDP, North Carolina",263,2010
3760940,"Shannon CDP, North Carolina",217,2020
3761060,"Sharpsburg town, North Carolina",2421,2000
3761060,"Sharpsburg town, North Carolina",2024,2010
3761060,"Sharpsburg town, North Carolina",1697,2020
3761200,"Shelby city, North Carolina",19477,2000
3761200,"Shelby city, North Carolina",20323,2010
3761200,"Shelby city, North Carolina",21918,2020
3761320,"Sherrills Ford CDP, North Carolina",941,2000
3761860,"Siler City town, North Carolina",6966,2000
3761860,"Siler City town, North Carolina",7887,2010
3761860,"Siler City town, North Carolina",7702,2020
3761920,"Silver City CDP, North Carolina",1146,2000
3761920,"Silver City CDP, North Carolina",882,2010
3761920,"Silver City CDP, North Carolina",643,2020
3761950,"Silver Lake CDP, North Carolina",5788,2000
3761950,"Silver Lake CDP, North Carolina",5598,2010
3761950,"Silver Lake CDP, North Carolina",6500,2020
3762040,"Simpson village, North Carolina",464,2000
3762040,"Simpson village, North Carolina",416,2010
3762040,"Simpson village, North Carolina",390,2020
3762060,"Sims town, North Carolina",128,2000
3762060,"Sims town, North Carolina",282,2010
3762060,"Sims town, North Carolina",275,2020
3762190,"Skippers Corner CDP, North Carolina",1246,2000
3762190,"Skippers Corner CDP, North Carolina",2785,2010
3762190,"Skippers Corner CDP, North Carolina",2912,2020
3762520,"Smithfield town, North Carolina",11510,2000
3762520,"Smithfield town, North Carolina",10966,2010
3762520,"Smithfield town, North Carolina",11292,2020
3762580,"Smithtown CDP, North Carolina",224,2020
3762680,"Sneads Ferry CDP, North Carolina",2248,2000
3762680,"Sneads Ferry CDP, North Carolina",2646,2010
3762680,"Sneads Ferry CDP, North Carolina",2548,2020
3762760,"Snow Hill town, North Carolina",1514,2000
3762760,"Snow Hill town, North Carolina",1595,2010
3762760,"Snow Hill town, North Carolina",1481,2020
3763120,"Southern Pines town, North Carolina",10918,2000
3763120,"Southern Pines town, North Carolina",12334,2010
3763120,"Southern Pines town, North Carolina",15545,2020
3763130,"Southern Shores town, North Carolina",2201,2000
3763130,"Southern Shores town, North Carolina",2714,2010
3763130,"Southern Shores town, North Carolina",3090,2020
3763180,"South Gastonia CDP, North Carolina",5433,2000
3763240,"South Henderson CDP, North Carolina",1220,2000
3763240,"South Henderson CDP, North Carolina",1213,2010
3763240,"South Henderson CDP, North Carolina",988,2020
3763340,"South Mills CDP, North Carolina",454,2010
3763340,"South Mills CDP, North Carolina",362,2020
3763360,"Southmont CDP, North Carolina",1470,2010
3763360,"Southmont CDP, North Carolina",1563,2020
3763400,"Southport city, North Carolina",2351,2000
3763400,"Southport city, North Carolina",2833,2010
3763400,"Southport city, North Carolina",3971,2020
3763470,"South Rosemary CDP, North Carolina",2843,2000
3763470,"South Rosemary CDP, North Carolina",2836,2010
3763470,"South Rosemary CDP, North Carolina",2753,2020
3763560,"South Weldon CDP, North Carolina",1414,2000
3763560,"South Weldon CDP, North Carolina",705,2010
3763560,"South Weldon CDP, North Carolina",550,2020
3763680,"Sparta town, North Carolina",1817,2000
3763680,"Sparta town, North Carolina",1770,2010
3763680,"Sparta town, North Carolina",1834,2020
3763720,"Speed town, North Carolina",70,2000
3763720,"Speed town, North Carolina",80,2010
3763720,"Speed town, North Carolina",63,2020
3763760,"Spencer town, North Carolina",3355,2000
3763760,"Spencer town, North Carolina",3267,2010
3763760,"Spencer town, North Carolina",3308,2020
3763780,"Spencer Mountain town, North Carolina",51,2000
3763780,"Spencer Mountain town, North Carolina",37,2010
3763780,"Spencer Mountain town, North Carolina",0,2020
3763880,"Spindale town, North Carolina",4022,2000
3763880,"Spindale town, North Carolina",4321,2010
3763880,"Spindale town, North Carolina",4225,2020
3763920,"Spiveys Corner CDP, North Carolina",448,2000
3763920,"Spivey's Corner CDP, North Carolina",506,2010
3763920,"Spivey's Corner CDP, North Carolina",576,2020
3764000,"Spout Springs CDP, North Carolina",11040,2020
3764050,"Springdale CDP, North Carolina",1203,2020
3764160,"Spring Hope town, North Carolina",1261,2000
3764160,"Spring Hope town, North Carolina",1320,2010
3764160,"Spring Hope town, North Carolina",1309,2020
3764180,"Spring Lake town, North Carolina",8098,2000
3764180,"Spring Lake town, North Carolina",11964,2010
3764180,"Spring Lake town, North Carolina",11660,2020
3764260,"Spruce Pine town, North Carolina",2030,2000
3764260,"Spruce Pine town, North Carolina",2175,2010
3764260,"Spruce Pine town, North Carolina",2194,2020
3764380,"Staley town, North Carolina",347,2000
3764380,"Staley town, North Carolina",393,2010
3764380,"Staley town, North Carolina",397,2020
3764420,"Stallings town, North Carolina",3189,2000
3764420,"Stallings town, North Carolina",13831,2010
3764420,"Stallings town, North Carolina",16112,2020
3764460,"Stanfield town, North Carolina",1113,2000
3764460,"Stanfield town, North Carolina",1486,2010
3764460,"Stanfield town, North Carolina",1585,2020
3764500,"Stanley town, North Carolina",3053,2000
3764500,"Stanley town, North Carolina",3556,2010
3764500,"Stanley town, North Carolina",3963,2020
3764560,"Stantonsburg town, North Carolina",726,2000
3764560,"Stantonsburg town, North Carolina",784,2010
3764560,"Stantonsburg town, North Carolina",762,2020
3764580,"Star town, North Carolina",807,2000
3764580,"Star town, North Carolina",876,2010
3764580,"Star town, North Carolina",806,2020
3764740,"Statesville city, North Carolina",23320,2000
3764740,"Statesville city, North Carolina",24532,2010
3764740,"Statesville city, North Carolina",28419,2020
3764840,"Stedman town, North Carolina",664,2000
3764840,"Stedman town, North Carolina",1028,2010
3764840,"Stedman town, North Carolina",1277,2020
3764940,"Stem town, North Carolina",229,2000
3764940,"Stem town, North Carolina",463,2010
3764940,"Stem town, North Carolina",960,2020
3765020,"Stokes CDP, North Carolina",376,2010
3765020,"Stokes CDP, North Carolina",357,2020
3765040,"Stokesdale town, North Carolina",3267,2000
3765040,"Stokesdale town, North Carolina",5047,2010
3765040,"Stokesdale town, North Carolina",5924,2020
3765100,"Stoneville town, North Carolina",1002,2000
3765100,"Stoneville town, North Carolina",1056,2010
3765100,"Stoneville town, North Carolina",1308,2020
3765120,"Stonewall town, North Carolina",285,2000
3765120,"Stonewall town, North Carolina",281,2010
3765120,"Stonewall town, North Carolina",214,2020
3765260,"Stony Point CDP, North Carolina",1380,2000
3765260,"Stony Point CDP, North Carolina",1317,2010
3765260,"Stony Point CDP, North Carolina",1146,2020
3765320,"Stovall town, North Carolina",376,2000
3765320,"Stovall town, North Carolina",418,2010
3765320,"Stovall town, North Carolina",324,2020
3765530,"Sugar Mountain village, North Carolina",226,2000
3765530,"Sugar Mountain village, North Carolina",198,2010
3765530,"Sugar Mountain village, North Carolina",371,2020
3765580,"Summerfield town, North Carolina",7018,2000
3765580,"Summerfield town, North Carolina",10232,2010
3765580,"Summerfield town, North Carolina",10951,2020
3765700,"Sunbury CDP, North Carolina",289,2010
3765700,"Sunbury CDP, North Carolina",276,2020
3765900,"Sunset Beach town, North Carolina",1824,2000
3765900,"Sunset Beach town, North Carolina",3572,2010
3765900,"Sunset Beach town, North Carolina",4175,2020
3766040,"Surf City town, North Carolina",1393,2000
3766040,"Surf City town, North Carolina",1853,2010
3766040,"Surf City town, North Carolina",3867,2020
3766280,"Swannanoa CDP, North Carolina",4132,2000
3766280,"Swannanoa CDP, North Carolina",4576,2010
3766280,"Swannanoa CDP, North Carolina",5021,2020
3766340,"Swan Quarter CDP, North Carolina",324,2010
3766340,"Swan Quarter CDP, North Carolina",275,2020
3766360,"Swansboro town, North Carolina",1426,2000
3766360,"Swansboro town, North Carolina",2663,2010
3766360,"Swansboro town, North Carolina",3744,2020
3766460,"Swepsonville town, North Carolina",922,2000
3766460,"Swepsonville town, North Carolina",1154,2010
3766460,"Swepsonville town, North Carolina",2445,2020
3766500,"Sylva town, North Carolina",2435,2000
3766500,"Sylva town, North Carolina",2588,2010
3766500,"Sylva town, North Carolina",2578,2020
3766520,"Tabor City town, North Carolina",2509,2000
3766520,"Tabor City town, North Carolina",2511,2010
3766520,"Tabor City town, North Carolina",3781,2020
3766700,"Tarboro town, North Carolina",11138,2000
3766700,"Tarboro town, North Carolina",11415,2010
3766700,"Tarboro town, North Carolina",10721,2020
3766740,"Tar Heel town, North Carolina",70,2000
3766740,"Tar Heel town, North Carolina",117,2010
3766740,"Tar Heel town, North Carolina",90,2020
3766960,"Taylorsville town, North Carolina",1799,2000
3766960,"Taylorsville town, North Carolina",2098,2010
3766960,"Taylorsville town, North Carolina",2320,2020
3766980,"Taylortown town, North Carolina",845,2000
3766980,"Taylortown town, North Carolina",722,2010
3766980,"Taylortown town, North Carolina",634,2020
3767000,"Teachey town, North Carolina",245,2000
3767000,"Teachey town, North Carolina",376,2010
3767000,"Teachey town, North Carolina",448,2020
3767420,"Thomasville city, North Carolina",19788,2000
3767420,"Thomasville city, North Carolina",26757,2010
3767420,"Thomasville city, North Carolina",27183,2020
3767700,"Toast CDP, North Carolina",1922,2000
3767700,"Toast CDP, North Carolina",1450,2010
3767700,"Toast CDP, North Carolina",1423,2020
3767720,"Tobaccoville village, North Carolina",2209,2000
3767720,"Tobaccoville village, North Carolina",2441,2010
3767720,"Tobaccoville village, North Carolina",2578,2020
3768040,"Topsail Beach town, North Carolina",471,2000
3768040,"Topsail Beach town, North Carolina",368,2010
3768040,"Topsail Beach town, North Carolina",461,2020
3768320,"Trenton town, North Carolina",206,2000
3768320,"Trenton town, North Carolina",287,2010
3768320,"Trenton town, North Carolina",238,2020
3768340,"Trent Woods town, North Carolina",4192,2000
3768340,"Trent Woods town, North Carolina",4155,2010
3768340,"Trent Woods town, North Carolina",4074,2020
3768400,"Trinity city, North Carolina",6690,2000
3768400,"Trinity city, North Carolina",6614,2010
3768400,"Trinity city, North Carolina",7006,2020
3768500,"Troutman town, North Carolina",1592,2000
3768500,"Troutman town, North Carolina",2383,2010
3768500,"Troutman town, North Carolina",3698,2020
3768520,"Troy town, North Carolina",3430,2000
3768520,"Troy town, North Carolina",3189,2010
3768520,"Troy town, North Carolina",2850,2020
3768580,"Tryon town, North Carolina",1760,2000
3768580,"Tryon town, North Carolina",1646,2010
3768580,"Tryon town, North Carolina",1562,2020
3768740,"Turkey town, North Carolina",262,2000
3768740,"Turkey town, North Carolina",292,2010
3768740,"Turkey town, North Carolina",213,2020
3769020,"Tyro CDP, North Carolina",3879,2010
3769020,"Tyro CDP, North Carolina",3753,2020
3769260,"Unionville town, North Carolina",4797,2000
3769260,"Unionville town, North Carolina",5929,2010
3769260,"Unionville town, North Carolina",6643,2020
3769520,"Valdese town, North Carolina",4485,2000
3769520,"Valdese town, North Carolina",4490,2010
3769520,"Valdese town, North Carolina",4689,2020
3769600,"Valle Crucis CDP, North Carolina",412,2010
3769600,"Valle Crucis CDP, North Carolina",436,2020
3769640,"Valley Hill CDP, North Carolina",2137,2000
3769640,"Valley Hill CDP, North Carolina",2070,2010
3769640,"Valley Hill CDP, North Carolina",2207,2020
3769680,"Vanceboro town, North Carolina",898,2000
3769680,"Vanceboro town, North Carolina",1005,2010
3769680,"Vanceboro town, North Carolina",869,2020
3769720,"Vandemere town, North Carolina",289,2000
3769720,"Vandemere town, North Carolina",254,2010
3769720,"Vandemere town, North Carolina",246,2020
3769740,"Vander CDP, North Carolina",1204,2000
3769740,"Vander CDP, North Carolina",1146,2010
3769740,"Vander CDP, North Carolina",1388,2020
3769755,"Vann Crossroads CDP, North Carolina",324,2000
3769755,"Vann Crossroads CDP, North Carolina",336,2010
3769755,"Vann Crossroads CDP, North Carolina",306,2020
3769795,"Varnamtown town, North Carolina",481,2000
3769795,"Varnamtown town, North Carolina",541,2010
3769795,"Varnamtown town, North Carolina",525,2020
3769840,"Vass town, North Carolina",750,2000
3769840,"Vass town, North Carolina",720,2010
3769840,"Vass town, North Carolina",952,2020
3770320,"Waco town, North Carolina",328,2000
3770320,"Waco town, North Carolina",321,2010
3770320,"Waco town, North Carolina",310,2020
3770340,"Wade town, North Carolina",480,2000
3770340,"Wade town, North Carolina",556,2010
3770340,"Wade town, North Carolina",638,2020
3770380,"Wadesboro town, North Carolina",3552,2000
3770380,"Wadesboro town, North Carolina",5813,2010
3770380,"Wadesboro town, North Carolina",5008,2020
3770480,"Wagram town, North Carolina",801,2000
3770480,"Wagram town, North Carolina",840,2010
3770480,"Wagram town, North Carolina",615,2020
3770540,"Wake Forest town, North Carolina",12588,2000
3770540,"Wake Forest town, North Carolina",30117,2010
3770540,"Wake Forest town, North Carolina",47601,2020
3770580,"Wakulla CDP, North Carolina",105,2010
3770580,"Wakulla CDP, North Carolina",112,2020
3770660,"Walkertown town, North Carolina",4009,2000
3770660,"Walkertown town, North Carolina",4675,2010
3770660,"Walkertown town, North Carolina",5692,2020
3770720,"Wallace town, North Carolina",3344,2000
3770720,"Wallace town, North Carolina",3880,2010
3770720,"Wallace town, North Carolina",3413,2020
3770740,"Wallburg town, North Carolina",3047,2010
3770740,"Wallburg town, North Carolina",3051,2020
3770780,"Walnut Cove town, North Carolina",1465,2000
3770780,"Walnut Cove town, North Carolina",1425,2010
3770780,"Walnut Cove town, North Carolina",1586,2020
3770820,"Walnut Creek village, North Carolina",859,2000
3770820,"Walnut Creek village, North Carolina",835,2010
3770820,"Walnut Creek village, North Carolina",1084,2020
3770860,"Walstonburg town, North Carolina",224,2000
3770860,"Walstonburg town, North Carolina",219,2010
3770860,"Walstonburg town, North Carolina",193,2020
3770920,"Wanchese CDP, North Carolina",1527,2000
3770920,"Wanchese CDP, North Carolina",1642,2010
3770920,"Wanchese CDP, North Carolina",1522,2020
3771100,"Warrenton town, North Carolina",811,2000
3771100,"Warrenton town, North Carolina",862,2010
3771100,"Warrenton town, North Carolina",851,2020
3771160,"Warsaw town, North Carolina",3051,2000
3771160,"Warsaw town, North Carolina",3054,2010
3771160,"Warsaw town, North Carolina",2733,2020
3771220,"Washington city, North Carolina",9583,2000
3771220,"Washington city, North Carolina",9744,2010
3771220,"Washington city, North Carolina",9875,2020
3771240,"Washington Park town, North Carolina",440,2000
